label,flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,hand
M,821.91,809.55,767.04,784.55,796.7,-0.4349,9.3663,0.6135,0.137,-0.0515,0.0119,left
Q,493.0,187.75,801.54,818.5,823.88,-3.123,5.7344,6.876,0.0056,-0.0132,0.1373,left
K,501.89,204.07,367.17,817.74,800.45,-0.8753,8.8655,2.8941,0.0144,0.0139,-0.0001,left
M,798.67,810.92,813.26,821.45,833.92,0.2108,9.5388,0.5314,0.0186,-0.0584,0.0326,left
X,484.93,504.32,801.92,791.84,814.51,-0.374,9.6507,0.9808,0.0766,0.038,0.0218,left
H,507.17,181.22,190.51,790.35,799.98,-4.9283,5.01,5.6366,0.0424,0.0151,0.0328,left
T,629.51,823.9,804.27,791.98,796.94,-0.2887,9.6736,0.64,-0.0208,0.0197,0.0441,left
K,487.43,210.22,353.38,819.68,797.22,-0.7595,8.8517,3.2341,-0.0185,0.0479,-0.0271,left
Y,205.0,826.78,800.25,836.74,190.07,-0.088,8.9342,3.9372,-0.0505,0.0099,-0.0588,left
N,705.58,757.62,796.42,802.69,798.15,0.2621,9.5824,0.5624,-0.0626,-0.0137,0.1662,right
N,684.54,805.58,792.69,789.64,812.88,-0.5246,9.4654,0.666,0.013,0.062,0.0272,left
L,184.88,207.65,791.78,823.97,800.87,-0.3503,8.0352,4.7679,-0.0585,0.0755,-0.0082,left
S,750.04,780.11,786.74,805.99,812.56,-0.0531,9.7755,0.2127,0.0176,-0.0455,0.1408,left
F,358.4,764.84,195.85,192.21,201.71,0.6296,8.8891,1.8379,0.0109,-0.0315,-0.0721,right
J,785.77,784.0,796.4,798.07,199.74,0.0033,9.6145,0.1557,2.9719,0.4793,2.0081,right
Z,511.9,169.33,802.02,808.68,812.11,-0.3979,8.9753,1.9425,2.5558,1.5195,1.0093,left
D,520.43,185.34,770.17,806.77,776.71,-0.4561,9.7622,1.3198,-0.021,0.0036,0.0035,left
F,403.38,713.24,202.54,208.89,189.52,0.5724,9.2425,2.0794,-0.0117,-0.1588,0.004,right
W,510.6,221.53,202.51,176.03,810.49,-0.3607,9.3673,1.4218,0.0078,-0.0032,-0.0015,left
Y,206.85,819.84,833.8,802.56,186.95,0.1866,8.7856,4.071,0.0296,-0.0461,-0.0017,right
A,693.14,779.29,789.06,810.34,803.06,-0.115,9.7593,0.5075,0.0229,-0.0124,0.07,left
N,664.79,789.12,804.36,792.31,802.48,0.2216,9.5412,0.6069,-0.0072,-0.0193,-0.0213,right
E,616.67,679.7,692.83,666.9,699.45,-0.0263,9.3064,0.6656,-0.0699,-0.0732,0.0255,left
N,680.16,814.57,791.04,772.04,796.98,-0.2032,9.4896,0.7348,-0.0323,-0.0411,-0.0586,left
E,632.93,683.15,677.1,675.83,674.37,0.2084,9.5581,0.7637,0.0814,-0.0572,-0.0308,left
X,522.58,481.43,777.51,796.4,812.18,0.4263,9.2256,1.3116,-0.0238,0.0048,-0.0048,right
X,543.48,462.61,797.83,791.69,804.5,-0.1746,9.4587,0.9435,0.0307,0.003,-0.0029,left
Q,515.89,213.25,796.09,777.71,821.34,3.0823,5.3593,7.0198,-0.016,-0.0463,-0.0158,right
Q,515.97,211.6,790.49,817.92,798.65,3.0128,5.7165,7.034,-0.0815,-0.0398,-0.0401,right
J,822.95,805.89,795.46,789.88,220.49,-0.1039,9.8873,0.3494,3.0226,0.4992,2.0849,left
E,618.92,673.49,667.42,657.02,646.18,0.103,9.6626,0.6198,0.044,-0.0277,0.0187,right
P,516.93,220.39,497.95,793.84,809.71,3.1298,4.8123,7.5999,0.074,0.0408,-0.0733,right
D,520.4,223.77,794.29,803.16,802.94,0.1786,9.6155,1.654,0.082,0.056,0.002,right
T,610.62,818.08,789.97,781.43,816.23,-0.1908,9.5759,0.5776,0.0069,-0.0081,-0.0064,left
S,757.9,805.4,764.93,809.37,808.37,-0.16,9.7978,-0.0203,0.0547,0.0057,0.0155,right
I,798.34,810.29,766.58,815.53,215.79,-0.1599,9.6615,0.6929,0.0056,-0.037,0.0842,left
Z,514.97,199.58,776.11,802.03,818.51,-0.5393,8.9238,2.0279,2.553,1.4498,1.0269,left
N,707.3,809.35,800.68,804.36,802.11,0.4071,9.6742,0.9483,-0.0442,-0.0002,0.0028,right
Q,474.66,212.82,800.61,778.01,778.5,3.2198,5.327,7.253,0.0426,0.0579,-0.0348,right
Y,196.75,806.51,810.23,803.98,188.3,-0.2512,8.8561,3.9265,0.0657,-0.05,0.1158,left
N,691.69,817.49,811.51,787.94,818.44,0.1118,9.5602,0.7472,-0.0095,-0.032,-0.0005,right
S,765.27,825.95,819.94,803.04,797.89,-0.0482,9.5074,0.1155,0.0017,-0.0187,0.0237,right
G,500.56,210.0,784.33,798.91,804.55,5.1521,4.9964,6.0373,0.0815,0.0808,0.0527,right
Y,188.91,801.53,807.02,802.28,178.56,-0.1904,9.0467,4.2155,-0.0393,0.0728,0.0156,left
A,734.22,817.84,820.35,766.1,826.09,-0.0301,9.7868,0.6496,0.0114,0.0493,0.0455,right
U,504.59,205.96,198.19,825.54,817.62,0.008,9.8009,0.8646,-0.0163,-0.0034,0.0589,right
K,497.83,222.51,391.39,790.33,758.39,1.238,8.9842,3.0405,-0.0455,-0.0058,-0.0406,right
Q,516.27,202.64,797.9,805.07,819.19,-2.986,5.5666,7.0498,0.0465,-0.0055,0.0059,left
D,516.34,209.94,772.0,790.5,766.78,0.1587,9.7322,1.5181,-0.0744,-0.0456,0.0216,right
F,357.47,736.39,185.64,219.37,199.95,0.5395,9.1624,1.965,-0.0879,-0.0591,0.014,right
T,620.69,796.25,786.43,822.88,779.08,0.371,9.5898,0.4437,-0.0328,0.0394,-0.0121,right
O,580.93,565.35,526.18,574.34,565.36,-0.1413,9.0641,3.1339,-0.0061,-0.0294,0.0312,right
B,745.25,226.01,187.92,184.39,178.52,0.08,9.8938,0.3112,-0.0677,0.0503,0.0599,left
Q,504.51,219.09,789.9,811.66,772.91,2.9354,5.4677,7.2604,0.0385,0.0178,0.0293,right
X,495.03,490.44,775.88,790.74,796.64,0.341,9.4935,1.0133,0.0448,-0.0305,0.0982,right
M,826.5,818.62,785.23,791.4,795.49,-0.1232,9.7034,0.7492,0.0366,0.0133,-0.0048,left
K,519.87,178.58,393.02,806.6,782.62,1.2588,9.0766,3.0796,-0.0271,0.016,0.006,right
Y,186.56,814.78,798.6,794.06,227.69,-0.1877,8.7701,4.0942,0.1153,0.073,-0.0239,left
S,725.04,794.58,811.73,768.15,772.14,-0.1289,9.6901,0.4415,-0.0116,0.037,-0.0231,right
P,475.8,204.28,490.44,788.57,807.07,-2.8317,5.1049,7.6077,-0.0184,-0.0415,0.0205,left
G,507.85,196.17,818.52,796.48,778.37,-5.0101,4.9099,6.3061,0.0822,-0.0159,0.0741,left
O,550.51,543.65,559.88,542.19,568.65,-0.0007,9.0607,2.8802,-0.018,-0.079,-0.0184,right
R,477.28,190.98,288.64,834.93,809.17,-0.6259,9.1153,1.8716,0.1177,0.0371,0.0069,left
L,208.04,184.23,799.17,793.77,788.71,0.5419,8.0564,5.1688,0.0386,0.0734,0.0021,right
R,488.7,216.71,256.92,816.68,821.34,-0.1105,9.4786,1.9103,-0.0207,-0.1121,0.0333,left
F,384.21,726.59,206.76,208.49,178.44,0.6432,9.3013,2.2175,0.0417,-0.0179,-0.0479,right
Z,512.06,195.31,813.14,802.72,785.02,-0.633,9.1735,2.2175,2.567,1.46,0.9686,left
U,532.17,192.93,200.8,814.94,807.62,-0.1158,9.827,0.932,0.0114,-0.0524,0.0027,right
O,562.4,571.79,555.33,605.54,552.13,0.1904,9.0636,3.0369,-0.0366,0.0286,-0.0569,left
L,223.75,195.63,779.97,823.7,798.39,0.2394,8.106,5.255,0.0335,0.038,-0.0708,right
Y,190.16,786.3,816.03,790.66,211.98,-0.1385,8.7399,4.2366,0.0284,-0.0461,0.0051,left
D,515.94,193.35,798.02,770.28,803.85,-0.3333,9.3142,1.5306,0.0167,0.0237,-0.0345,left
T,594.01,775.82,811.04,782.46,786.07,-0.1622,9.7576,0.7897,-0.0595,0.0626,-0.0709,left
B,741.06,222.31,179.02,195.86,214.66,0.0502,9.7859,0.1324,0.0007,-0.0051,-0.1093,right
Z,502.18,205.94,805.98,791.85,795.12,-0.3471,8.9197,1.9292,2.5294,1.3999,0.9613,left
H,496.98,196.29,202.63,802.11,797.52,-5.1433,5.0599,5.5833,-0.0337,-0.0011,0.0246,left
O,586.2,561.23,574.92,555.59,515.38,0.0368,9.186,3.2499,0.0043,0.0679,0.1051,right
E,623.74,675.19,670.28,664.98,714.27,-0.0209,9.5978,0.8559,-0.0328,0.0624,0.0413,right
O,549.42,537.94,575.31,539.73,565.16,-0.0106,9.0473,2.9235,-0.0027,-0.0535,0.0218,left
Z,485.12,189.5,797.87,774.17,784.31,-0.6507,8.801,2.0957,2.4428,1.567,0.9738,left
I,778.57,801.41,786.93,791.9,232.85,-0.0182,9.5548,0.5283,0.0184,0.0503,-0.0037,left
P,509.62,210.26,491.54,808.83,789.02,3.0104,4.8153,7.3409,0.0023,-0.0707,-0.0292,right
N,682.32,821.11,829.46,800.56,802.67,0.1826,9.5207,0.7567,0.0555,0.0513,0.0789,right
G,488.87,182.83,812.1,775.62,807.38,-4.9877,5.0263,5.9136,-0.0954,-0.0306,-0.0161,left
D,510.26,200.74,795.13,786.94,805.52,-0.433,9.6538,1.548,-0.0264,0.0146,-0.0886,left
S,741.8,792.6,791.2,799.69,808.9,-0.2169,9.842,0.4013,0.0128,0.019,-0.0757,left
F,380.83,733.23,217.96,197.99,210.16,0.4954,9.3446,2.0338,0.0164,-0.0186,-0.0056,right
X,518.76,496.66,813.45,789.03,797.99,-0.4182,9.2375,1.2264,0.0256,0.0125,-0.0308,left
N,683.98,814.78,812.41,788.87,764.64,-0.1907,9.3674,0.7309,-0.0136,-0.023,-0.0369,left
F,382.16,763.25,189.66,208.09,189.11,0.5988,8.9877,1.9382,-0.0319,0.0051,-0.0851,right
A,668.47,795.99,793.38,814.44,789.52,-0.1665,9.5845,0.4379,-0.0601,0.0264,0.0691,left
Y,195.46,794.56,818.13,807.27,217.71,-0.021,8.7536,3.8606,0.1036,0.1037,-0.0584,left
W,501.91,196.02,180.22,191.96,811.38,0.3752,9.6036,1.6432,-0.07,-0.0409,0.0305,right
C,531.98,476.2,495.64,500.21,501.23,-0.175,8.518,3.913,-0.0556,-0.0912,-0.0186,left
L,206.4,186.12,775.33,793.09,775.5,-0.4352,8.0446,5.0066,-0.0267,0.0156,-0.1057,left
R,506.11,171.2,266.27,814.31,798.47,-0.3477,9.1924,1.8819,-0.028,-0.0227,0.0727,left
H,491.21,212.19,190.28,782.72,802.92,-4.8716,4.9482,5.49,-0.0097,-0.0077,0.0317,left
P,500.4,180.88,512.61,821.1,819.39,-3.0236,4.9513,7.4148,0.016,-0.0328,0.0302,left
M,798.76,799.1,827.19,781.13,801.5,0.0845,9.4095,0.5005,0.0506,0.044,0.0184,right
H,518.46,175.7,194.42,795.71,834.47,5.113,5.1165,5.1335,0.0049,-0.1355,0.0135,right
A,663.52,791.05,799.93,794.85,784.69,0.0105,9.7528,0.4299,0.0198,-0.005,0.0264,right
J,785.31,785.69,782.47,808.34,185.09,0.0511,9.7835,0.4357,3.0585,0.5126,1.9644,left
O,534.52,554.48,546.41,555.26,568.0,0.1671,9.102,3.2432,-0.014,0.0273,-0.0128,right
T,617.1,772.19,785.51,826.43,803.79,-0.3665,9.3493,0.6087,-0.0542,0.0537,-0.078,left
C,517.48,490.2,493.89,488.52,500.54,-0.2254,8.4421,4.0592,-0.0515,0.0434,-0.0468,left
T,612.7,823.37,815.75,802.9,785.82,0.1369,9.812,0.6758,-0.0527,-0.098,-0.0241,right
X,503.01,483.05,807.57,803.35,806.17,0.4537,9.2355,1.0195,-0.0189,0.0566,0.0397,right
Y,189.53,776.27,805.54,816.58,200.85,-0.2636,9.1292,4.013,-0.0842,-0.0705,-0.0316,left
D,494.64,225.74,779.45,800.29,804.95,-0.0787,9.6392,1.4763,-0.0249,0.0159,-0.1048,right
X,491.36,474.32,794.73,799.93,796.87,0.2168,9.462,1.1862,0.0057,0.0202,0.0153,right
Q,493.51,196.07,802.04,806.77,800.56,2.9792,5.3583,7.157,0.0419,0.0162,-0.0176,right
U,475.26,200.12,192.86,792.77,798.02,-0.2734,9.6651,1.0884,-0.0489,-0.0188,-0.0513,left
B,751.56,194.88,223.51,181.92,172.82,0.0945,9.7035,0.1281,-0.0137,-0.0769,0.1061,left
Q,504.91,207.34,799.94,838.25,770.74,3.0024,5.7207,7.2137,-0.0058,0.0481,0.0793,right
J,799.75,796.75,803.48,774.55,223.16,-0.0665,9.7913,0.4536,3.036,0.4528,1.9622,left
F,409.09,747.8,203.45,207.37,188.51,-0.6313,9.3309,2.1031,0.0589,0.0096,0.023,left
B,729.26,182.28,174.65,178.5,203.31,0.0046,9.6766,0.1884,0.017,0.0085,-0.0722,left
U,509.44,195.39,172.59,831.5,820.84,-0.1606,9.6335,0.6848,0.0538,0.0809,-0.0225,left
X,482.92,510.96,779.02,760.49,802.3,-0.465,9.4544,1.2622,-0.0299,0.0054,-0.0243,left
P,508.28,189.71,475.26,807.5,811.87,2.8617,5.2539,7.2358,-0.0441,-0.0547,0.0456,right
R,510.54,194.31,273.93,803.45,828.67,-0.5366,9.4319,1.8084,0.0059,-0.019,-0.0519,left
K,502.17,220.7,360.04,815.75,784.25,0.7889,9.013,2.8466,-0.0361,-0.0099,0.0337,right
I,800.63,788.44,822.73,813.04,188.02,0.356,9.5666,0.3446,0.0155,0.0081,0.0065,right
T,637.9,811.42,794.22,821.44,811.61,-0.1304,9.4903,0.5957,-0.0558,-0.0329,-0.055,left
L,205.54,211.25,796.2,788.87,780.32,0.5125,7.8749,5.1748,-0.0671,0.022,0.0067,right
Y,202.27,812.18,789.78,799.97,193.52,0.2033,8.8473,4.113,-0.0533,0.0372,0.0205,right
N,714.89,810.6,790.29,826.91,803.56,-0.1971,9.6309,0.6542,-0.0605,0.0073,0.0502,left
N,699.62,796.78,803.85,786.38,786.18,-0.2145,9.424,0.5711,-0.003,0.0066,0.0309,left
M,790.59,792.06,767.68,784.78,774.92,0.2833,9.7085,0.5514,0.0212,-0.0725,0.0637,right
T,612.69,800.1,805.92,814.27,814.71,-0.128,9.5798,0.7013,-0.0379,-0.0402,0.0537,left
V,484.16,215.34,211.16,806.33,800.79,-0.3814,8.8284,2.4152,-0.0122,-0.0047,-0.0137,left
V,477.78,199.34,202.17,782.92,783.74,0.6054,9.1476,2.5292,0.0939,0.1139,0.0225,right
D,503.45,203.14,782.94,793.64,793.14,0.1903,9.4891,1.4626,0.0837,0.0416,0.0741,right
L,209.65,211.49,786.93,800.0,808.28,0.3736,7.8865,4.9673,-0.0637,0.0094,0.0849,right
J,791.14,799.22,799.83,788.25,216.73,0.0574,9.7458,0.3477,2.9393,0.4911,1.9496,right
T,602.85,799.71,799.46,797.07,812.48,0.3148,9.4151,0.6102,0.0239,0.0053,0.0,right
I,824.83,756.37,816.77,798.65,229.72,-0.3264,9.5141,0.4209,0.0013,0.0305,0.0729,left
J,801.39,803.33,791.34,785.99,196.65,0.2415,9.8377,0.4803,3.0345,0.5479,1.9835,left
C,501.43,494.3,517.11,499.0,485.52,-0.1959,8.7019,3.8896,-0.0851,-0.0239,-0.0675,left
A,658.35,808.0,803.78,797.38,803.57,-0.0198,9.6406,0.5596,-0.0634,-0.0126,0.0081,right
F,390.03,740.71,194.77,225.99,193.67,0.6667,9.1925,2.0149,-0.0179,-0.042,-0.0111,right
G,465.3,193.48,800.15,779.08,784.84,-5.11,5.2613,5.9782,-0.0902,-0.0044,-0.117,left
R,516.1,192.54,222.41,788.52,795.54,-0.2018,9.5359,1.6725,-0.0664,-0.0712,-0.0226,left
K,507.11,176.64,387.17,811.55,799.26,-1.1423,9.0121,3.1394,0.004,-0.0261,-0.1021,left
L,212.75,213.03,790.95,788.36,773.86,0.3655,7.6905,4.7607,-0.0055,-0.0689,0.0288,right
W,504.66,181.83,193.65,185.16,822.47,-0.2875,9.5194,1.6676,0.0471,0.1572,0.0324,left
M,834.44,835.37,792.92,801.4,803.8,0.4813,9.7018,0.8331,0.0129,-0.0349,-0.0402,right
O,534.92,564.26,575.14,566.59,556.49,0.101,9.0909,3.2854,0.0686,-0.1089,-0.007,right
M,791.07,808.99,795.21,787.33,768.36,0.3112,9.6033,0.7102,-0.0869,0.1468,-0.0144,right
Q,514.84,183.76,814.79,800.39,806.96,-2.7142,5.599,6.9246,-0.1245,-0.019,-0.0246,left
C,509.62,523.51,496.92,481.06,469.98,0.3391,8.3126,4.3263,0.1171,0.0113,0.0243,right
G,497.6,221.25,810.63,772.63,829.2,-5.1936,4.9923,5.9479,0.017,0.0531,0.005,left
S,745.7,796.79,791.17,786.99,828.41,-0.0843,9.5256,0.3388,0.0245,-0.0495,0.0024,left
O,578.27,547.8,572.31,569.0,571.76,-0.0546,9.0477,2.954,-0.0411,0.0712,0.0145,left
S,756.4,834.08,787.93,808.2,808.98,-0.0877,9.8032,0.2955,-0.0597,-0.0892,0.0052,right
B,778.92,223.2,210.67,202.78,210.09,0.0915,9.7022,0.3934,0.0859,0.0988,0.0018,right
U,518.72,171.13,198.07,803.12,787.89,-0.1602,9.6126,1.0284,0.0148,0.0023,0.0084,left
P,481.67,210.49,503.13,783.06,817.09,-2.7899,5.0732,7.2798,0.0231,-0.0123,-0.0096,left
R,517.25,207.39,237.0,776.46,843.98,-0.4266,9.1924,1.9773,0.0987,-0.0796,-0.0535,left
Y,212.7,801.02,825.82,784.91,179.11,-0.2811,8.7328,4.0545,-0.0335,0.0053,0.136,left
X,484.14,494.62,810.84,812.16,815.51,0.444,9.3216,1.269,-0.0351,0.0001,-0.0339,right
G,491.41,170.9,809.15,806.19,806.89,-5.1115,4.9263,5.9875,0.0206,-0.0337,0.037,left
M,806.6,795.91,768.26,827.91,808.18,-0.191,9.6184,0.5181,-0.0032,-0.0138,0.0027,left
H,503.82,212.04,204.81,765.03,814.91,5.0036,4.8705,5.6947,-0.0571,0.0258,0.0343,right
J,790.81,778.09,814.22,789.89,210.68,-0.1062,9.8175,0.367,3.04,0.5208,1.9272,left
K,495.85,203.9,366.85,811.34,810.38,-1.085,8.9973,2.6904,0.0038,0.0101,0.0298,left
A,689.85,795.04,814.06,822.94,806.84,0.2387,9.8464,0.8079,0.0104,-0.0504,-0.0393,right
G,502.94,188.36,822.85,812.58,775.52,-4.9872,5.1208,5.9399,-0.0989,0.0525,0.0239,left
E,627.68,687.76,706.27,676.96,681.14,-0.2712,9.509,0.8369,-0.0175,-0.0437,0.0709,right
V,499.91,175.94,208.05,814.11,800.96,-0.5501,9.179,2.4957,-0.0487,0.0036,-0.0519,left
A,684.95,779.58,781.5,770.36,783.23,-0.0147,9.5033,0.2376,0.0089,-0.0171,0.0216,left
O,539.83,548.45,556.94,572.85,548.2,0.045,8.8229,2.9228,0.0529,-0.0713,-0.0634,right
H,491.42,203.33,183.3,796.17,779.9,-4.9867,4.8227,5.3409,0.0133,-0.0952,0.0316,left
B,736.52,185.87,185.99,196.54,185.72,-0.1026,9.728,0.041,-0.0018,0.0066,-0.0237,left
J,810.18,809.23,772.15,840.01,198.78,0.0912,9.5861,0.3843,3.0493,0.5472,1.9411,right
Y,208.28,788.07,767.87,796.23,188.72,0.5122,8.9328,3.7451,0.0063,-0.0472,0.0169,right
Y,219.22,795.45,792.41,827.75,212.15,0.1427,8.5054,3.7926,0.1206,0.0086,0.0313,right
N,676.33,781.34,788.21,800.83,828.75,-0.4741,9.6914,0.8129,-0.0249,0.0542,0.069,left
T,613.35,792.14,774.96,799.56,804.3,0.14,9.6981,0.5555,0.0579,-0.0051,-0.0389,right
Y,185.46,807.66,797.13,798.51,202.25,0.1123,8.9851,3.9734,-0.0665,0.0449,-0.05,right
S,729.34,783.66,792.27,807.24,774.76,0.0006,9.8819,0.1444,0.0395,-0.0095,-0.1221,right
A,657.4,787.0,805.77,812.93,789.52,0.1535,9.7766,0.2845,-0.0099,-0.0838,-0.0747,right
Q,508.5,201.17,793.08,801.1,787.84,-2.9009,5.5724,7.0563,-0.0734,-0.0194,-0.0195,left
N,658.59,824.93,775.63,785.9,776.89,0.3365,9.4829,0.7672,-0.0995,-0.0408,0.0299,right
Z,506.09,197.62,793.02,807.42,826.92,0.3419,9.0004,1.9031,2.5013,1.4875,0.972,right
I,799.75,792.55,780.19,821.71,218.86,0.044,9.7536,0.4006,-0.0945,-0.0215,0.0435,right
B,724.31,203.26,194.22,220.19,214.01,0.0724,9.623,0.0351,-0.0332,-0.0123,0.0224,right
S,728.67,797.53,791.79,805.76,789.04,-0.0587,9.9563,0.6311,0.1383,-0.0317,0.0275,left
E,606.87,688.68,667.2,661.21,659.16,-0.0496,9.6997,0.6605,-0.0137,-0.0785,-0.0256,left
I,797.98,780.49,759.65,822.06,229.42,-0.1583,9.8273,0.4603,-0.0101,0.0311,-0.0051,right
V,478.64,205.28,194.79,811.01,817.49,0.6463,8.7499,2.6417,-0.0528,0.0087,0.0279,right
U,551.27,214.46,192.5,805.6,769.1,-0.2414,9.2719,0.9745,0.0321,0.0378,0.0871,left
I,810.98,809.09,822.15,791.71,200.61,0.2185,9.702,0.4045,-0.0235,-0.0373,-0.0089,left
P,487.09,189.5,498.67,790.2,782.14,2.9275,5.0856,7.5779,-0.0084,0.0671,-0.0507,right
D,502.28,183.74,779.59,768.52,811.69,0.332,9.4535,1.491,0.0877,-0.0378,-0.0592,right
D,499.51,207.04,782.88,826.3,803.15,-0.1498,9.8872,1.3519,-0.0762,0.1236,0.0612,left
T,615.62,801.78,779.45,782.86,822.41,-0.0944,9.725,0.4363,0.0556,-0.1131,-0.0494,left
O,587.21,552.88,565.61,531.5,565.61,0.0104,9.2053,2.8239,0.0648,-0.0536,0.0129,right
E,627.71,676.55,671.97,679.14,673.7,-0.0073,9.4883,0.7386,-0.0195,0.0204,-0.0358,right
G,515.44,199.22,810.53,803.9,801.25,-4.8709,5.1971,6.1165,0.0168,-0.0181,0.03,left
D,499.15,196.17,785.24,803.48,782.05,-0.2842,9.4612,1.5711,-0.0236,0.0121,0.0046,left
S,747.66,791.8,829.85,825.69,809.89,0.042,9.371,0.2825,0.1034,-0.0841,0.0202,right
M,775.2,815.24,781.59,789.74,831.92,-0.0688,9.5953,0.3651,0.0896,-0.0102,-0.0041,right
P,478.27,226.99,509.79,831.9,786.3,-2.9022,5.1503,7.426,0.0466,0.1599,0.063,left
X,507.6,520.1,788.15,813.68,807.18,0.3793,9.4247,1.3092,-0.037,-0.026,0.048,right
O,569.42,553.48,540.9,574.02,552.98,0.0733,9.2594,3.2777,0.0008,0.028,-0.0147,right
W,503.31,177.25,197.8,186.14,786.4,-0.2716,9.206,1.4514,-0.0335,0.0696,0.0016,left
V,493.84,182.84,213.08,798.4,797.25,0.3076,9.1315,2.5578,-0.0164,0.029,-0.013,right
Q,480.82,164.06,789.14,796.13,770.16,2.8156,5.5452,7.0501,0.0116,-0.0079,0.0598,right
W,470.79,209.62,204.26,208.72,809.85,0.3345,9.4728,1.3411,-0.0857,-0.0738,0.0951,right
B,735.24,215.46,210.05,188.25,211.57,0.0712,9.9083,0.039,0.1063,-0.0853,-0.0589,right
T,599.33,800.48,783.24,799.84,774.33,0.1518,9.5137,0.486,-0.0089,-0.0009,-0.0255,right
D,494.3,238.19,816.19,796.96,810.35,0.315,9.423,1.263,-0.0235,0.0741,0.0505,right
E,636.22,665.88,690.7,664.82,655.16,0.072,9.4059,0.8909,0.0519,-0.0296,0.0104,right
F,388.1,742.57,197.66,196.63,213.5,0.3232,9.2663,1.8925,0.0139,-0.0076,-0.0272,right
V,488.97,209.55,185.99,782.87,793.97,0.3763,8.8791,2.3438,0.0038,-0.1079,0.0463,right
B,764.61,215.22,200.84,219.98,185.11,-0.0226,9.7495,0.3269,-0.0151,0.0263,-0.0246,left
L,225.3,208.63,806.03,819.48,799.04,0.5383,8.0796,5.042,-0.0802,-0.0417,0.0298,right
Q,517.43,205.29,794.44,780.99,799.5,3.0413,5.5544,6.9125,-0.0157,0.0415,-0.0426,right
O,571.03,575.53,555.7,569.66,569.61,-0.2631,9.0602,3.1987,0.021,-0.0062,-0.0083,right
Y,205.98,809.24,804.77,791.2,215.97,-0.2678,8.7008,3.8959,-0.0452,-0.045,0.0121,left
D,527.24,184.03,823.73,798.46,828.24,-0.1702,9.519,1.78,0.0301,0.0065,-0.0341,left
M,769.84,773.93,795.21,809.57,805.19,-0.3,9.8644,0.9891,0.0352,0.0059,-0.0119,left
J,806.79,817.71,799.51,830.71,219.77,-0.1602,10.0145,0.3504,2.9246,0.5253,2.0159,right
T,651.09,814.23,821.53,781.64,795.77,-0.1969,9.7383,0.403,0.0676,-0.0289,-0.0102,left
Q,508.82,196.61,783.62,808.91,801.37,2.8215,5.5321,7.1414,0.0287,0.0247,-0.1044,right
Z,513.64,215.57,817.82,826.25,781.23,0.5451,8.8463,1.77,2.5138,1.4087,0.9438,right
Q,540.8,193.75,782.12,793.27,816.51,-3.209,5.4061,7.0894,-0.0331,-0.118,-0.0732,left
D,517.82,187.85,760.24,811.08,799.57,0.2479,9.6181,1.2184,0.0283,-0.0378,-0.0234,right
F,385.4,763.73,206.62,208.31,195.76,-0.4618,9.0315,2.2375,0.0707,-0.012,-0.0659,left
T,621.54,805.49,787.18,819.32,804.05,-0.3709,9.4897,0.6048,0.0174,-0.0103,-0.0219,left
I,778.2,801.53,800.58,787.76,203.11,0.0088,9.7868,0.3738,-0.05,0.053,0.003,left
A,670.59,783.41,806.38,797.08,808.47,0.0185,9.8901,0.3422,0.0228,0.0337,0.0112,right
X,493.58,502.42,797.53,808.41,805.11,0.4609,9.3507,1.3453,-0.0827,-0.0221,0.039,right
T,631.43,783.67,791.63,789.57,785.32,-0.1232,9.8322,0.6047,0.0044,-0.0467,0.0213,left
C,485.51,499.48,483.58,485.0,487.18,0.1848,8.4828,4.0013,-0.0073,-0.0025,-0.0394,right
Y,222.69,818.57,784.9,782.37,198.0,0.1828,8.9476,3.9924,0.1293,-0.0326,-0.0091,right
O,551.57,573.29,553.29,558.58,550.74,-0.0141,8.9789,2.879,0.0191,0.0016,0.0571,right
X,470.57,517.56,783.26,809.45,790.3,-0.0939,9.5317,1.2508,-0.0396,-0.0449,0.0274,left
G,507.38,176.37,780.52,794.05,809.62,-4.9368,5.016,6.257,-0.0082,0.006,0.0129,left
Q,502.22,191.06,796.75,810.3,807.52,-2.8914,5.3527,6.8521,0.0445,0.058,-0.0018,left
E,613.13,685.44,672.02,691.47,672.22,-0.078,9.7753,0.7759,0.0266,-0.0649,0.076,left
N,657.67,787.62,799.2,823.5,803.5,0.2516,9.5287,0.7125,0.0129,0.0075,0.0577,right
A,665.09,809.25,792.08,787.06,800.27,-0.1409,9.7973,0.5601,0.0642,0.0573,0.0617,left
D,481.83,206.37,819.99,796.52,813.36,0.0016,9.1261,1.2779,-0.102,-0.077,-0.0019,right
J,792.07,821.26,816.04,792.31,195.28,-0.0342,9.9308,0.251,3.0221,0.4673,1.9773,left
O,569.51,556.06,556.12,560.66,565.42,0.0814,9.0347,3.0153,0.023,-0.0304,0.0228,left
P,501.49,169.93,503.21,827.71,800.32,3.0741,4.813,7.482,0.0512,-0.0013,-0.0344,right
J,788.97,815.47,793.18,823.85,182.02,0.1047,9.6205,0.4578,3.0355,0.5675,2.0309,right
Q,488.26,203.55,797.87,799.93,788.29,3.0226,5.7555,6.7367,-0.0298,-0.0716,-0.0299,right
W,512.34,187.87,188.32,209.98,806.58,-0.3677,9.1827,1.7242,-0.0027,0.0026,0.0009,left
